member_id,publication_year,publication_count,publications_with_keywords
mem_65229f6177,2013,1,1
mem_65229f6177,2014,7,7
mem_65229f6177,2015,9,7
mem_65229f6177,2016,7,5
mem_65229f6177,2017,7,5
mem_65229f6177,2018,19,12
mem_65229f6177,2019,20,10
mem_65229f6177,2020,26,16
mem_65229f6177,2021,34,22
mem_65229f6177,2022,34,22
mem_65229f6177,2023,22,14
mem_65229f6177,2024,25,20
mem_65229f6177,2025,32,27
mem_65229f6177,2026,24,17
mem_656468a699,2008,1,1
mem_656468a699,2010,3,1
mem_656468a699,2011,1,1
mem_656468a699,2013,2,1
mem_656468a699,2014,3,3
mem_656468a699,2015,3,2
mem_656468a699,2016,3,3
mem_656468a699,2018,1,1
mem_656468a699,2019,1,1
mem_656468a699,2020,2,2
mem_656468a699,2022,1,1
mem_656468a699,2023,1,1
mem_656468a699,2024,1,1
mem_656468a699,2026,1,0
mem_667f73be93,1997,1,1
mem_667f73be93,1998,1,1
mem_667f73be93,2001,1,0
mem_667f73be93,2003,1,0
mem_667f73be93,2005,1,0
mem_667f73be93,2007,1,0
mem_667f73be93,2008,2,0
mem_667f73be93,2009,1,1
mem_667f73be93,2015,1,0
mem_667f73be93,2016,1,1
mem_667f73be93,2017,2,2
mem_667f73be93,2018,2,1
mem_667f73be93,2019,2,1
mem_667f73be93,2020,1,0
mem_667f73be93,2022,1,0
mem_667f73be93,2023,1,1
mem_67336e1dbb,2011,2,2
mem_67336e1dbb,2012,6,4
mem_67336e1dbb,2014,4,3
mem_67336e1dbb,2015,2,0
mem_67336e1dbb,2016,2,1
mem_67336e1dbb,2017,1,0
mem_67336e1dbb,2018,1,1
mem_67336e1dbb,2019,2,1
mem_67336e1dbb,2020,3,2
mem_67336e1dbb,2021,5,4
mem_67336e1dbb,2022,1,1
mem_67336e1dbb,2024,1,1
mem_67336e1dbb,2026,1,1
mem_67b2999f43,1995,1,1
mem_67b2999f43,1998,2,2
mem_67b2999f43,1999,1,1
mem_67b2999f43,2000,4,4
mem_67b2999f43,2001,2,2
mem_67b2999f43,2002,2,2
mem_67b2999f43,2003,4,4
mem_67b2999f43,2004,3,2
mem_67b2999f43,2005,3,2
mem_67b2999f43,2006,1,1
mem_67b2999f43,2007,3,3
mem_67b2999f43,2008,3,3
mem_67b2999f43,2009,7,7
mem_67b2999f43,2010,5,5
mem_67b2999f43,2011,3,2
mem_67b2999f43,2012,2,1
mem_67b2999f43,2013,4,2
mem_67b2999f43,2014,5,3
mem_67b2999f43,2015,6,6
mem_67b2999f43,2016,7,5
mem_67b2999f43,2017,3,2
mem_67b2999f43,2018,1,1
mem_67b2999f43,2019,2,2
mem_67b2999f43,2020,2,1
mem_67b2999f43,2021,1,0
mem_67b2999f43,2022,4,3
mem_67b2999f43,2023,1,1
mem_67b2999f43,2025,3,3
mem_684e36a1b2,2001,1,1
mem_684e36a1b2,2003,1,0
mem_684e36a1b2,2004,2,1
mem_684e36a1b2,2005,2,1
mem_684e36a1b2,2006,1,1
mem_684e36a1b2,2008,6,1
mem_684e36a1b2,2009,1,0
mem_684e36a1b2,2010,3,2
mem_684e36a1b2,2011,6,6
mem_684e36a1b2,2012,4,1
mem_684e36a1b2,2013,3,0
mem_684e36a1b2,2015,2,0
mem_684e36a1b2,2016,3,0
mem_684e36a1b2,2017,4,3
mem_684e36a1b2,2018,7,6
mem_684e36a1b2,2019,4,4
mem_684e36a1b2,2020,3,2
mem_684e36a1b2,2021,3,3
mem_684e36a1b2,2022,1,1
mem_684e36a1b2,2023,3,3
mem_684e36a1b2,2024,3,3
mem_684e36a1b2,2025,5,1
mem_684e36a1b2,2026,1,1
mem_6a681336c2,1983,2,2
mem_6a681336c2,1987,1,0
mem_6a681336c2,1988,1,0
mem_6a681336c2,1989,2,0
mem_6a681336c2,1990,2,1
mem_6a681336c2,1991,2,2
mem_6a681336c2,1992,3,2
mem_6a681336c2,1993,7,0
mem_6a681336c2,1994,2,1
mem_6a681336c2,1995,3,0
mem_6a681336c2,1996,4,3
mem_6a681336c2,1997,6,4
mem_6a681336c2,1998,6,4
mem_6a681336c2,1999,7,5
mem_6a681336c2,2000,5,2
mem_6a681336c2,2001,6,4
mem_6a681336c2,2002,5,3
mem_6a681336c2,2003,7,6
mem_6a681336c2,2004,5,3
mem_6a681336c2,2005,7,5
mem_6a681336c2,2006,11,6
mem_6a681336c2,2007,8,6
mem_6a681336c2,2008,5,4
mem_6a681336c2,2009,6,3
mem_6a681336c2,2010,5,1
mem_6a681336c2,2011,2,0
mem_6a681336c2,2012,8,3
mem_6a681336c2,2013,2,0
mem_6a681336c2,2014,2,2
mem_6a681336c2,2016,1,0
mem_6a681336c2,2017,9,9
mem_6a681336c2,2018,2,2
mem_6a681336c2,2019,4,3
mem_6a681336c2,2020,2,1
mem_6a681336c2,2021,5,4
mem_6a681336c2,2022,3,3
mem_6a681336c2,2023,1,1
mem_6a681336c2,2024,2,2
mem_6a681336c2,2025,1,1
mem_6a681336c2,2026,4,4
mem_6a980d0db4,2012,1,1
mem_6a980d0db4,2013,1,1
mem_6a980d0db4,2017,3,1
mem_6a980d0db4,2019,2,2
mem_6a980d0db4,2020,1,1
mem_6a980d0db4,2021,2,1
mem_6a980d0db4,2022,4,3
mem_6a980d0db4,2023,3,3
mem_6a980d0db4,2024,1,1
mem_6a980d0db4,2025,4,2
mem_6abb226805,2000,1,1
mem_6abb226805,2002,1,0
mem_6abb226805,2004,5,2
mem_6abb226805,2005,4,2
mem_6abb226805,2006,4,0
mem_6abb226805,2007,3,1
mem_6abb226805,2008,5,1
mem_6abb226805,2009,4,0
mem_6abb226805,2010,6,2
mem_6abb226805,2011,4,1
mem_6abb226805,2012,8,5
mem_6abb226805,2013,4,2
mem_6abb226805,2014,4,2
mem_6abb226805,2015,8,5
mem_6abb226805,2016,15,8
mem_6abb226805,2017,16,10
mem_6abb226805,2018,15,9
mem_6abb226805,2019,14,8
mem_6abb226805,2020,20,13
mem_6abb226805,2021,16,16
mem_6abb226805,2022,23,17
mem_6abb226805,2023,13,10
mem_6abb226805,2024,10,8
mem_6abb226805,2025,16,12
mem_6abb226805,2026,9,7
mem_6afc7989eb,2017,1,1
mem_6afc7989eb,2018,1,1
mem_6afc7989eb,2020,4,4
mem_6afc7989eb,2021,7,6
mem_6afc7989eb,2022,7,4
mem_6afc7989eb,2023,6,6
mem_6afc7989eb,2024,6,5
mem_6afc7989eb,2025,17,14
mem_6afc7989eb,2026,10,10
mem_6b37eba80f,2011,2,1
mem_6b37eba80f,2012,3,3
mem_6b37eba80f,2013,4,3
mem_6b37eba80f,2014,3,3
mem_6b37eba80f,2015,2,2
mem_6b37eba80f,2016,3,3
mem_6b37eba80f,2018,6,5
mem_6b37eba80f,2019,4,3
mem_6b37eba80f,2020,4,3
mem_6b37eba80f,2021,6,4
mem_6b37eba80f,2022,4,3
mem_6b37eba80f,2023,5,3
mem_6b37eba80f,2024,7,7
mem_6b37eba80f,2025,8,7
mem_6b37eba80f,2026,8,7
mem_6bb59a60cb,1999,1,0
mem_6bb59a60cb,2000,2,1
mem_6bb59a60cb,2001,3,1
mem_6bb59a60cb,2002,2,1
mem_6bb59a60cb,2003,1,1
mem_6bb59a60cb,2005,1,1
mem_6bb59a60cb,2009,1,0
mem_6bb59a60cb,2010,1,1
mem_6bb59a60cb,2012,1,0
mem_6bb59a60cb,2013,2,1
mem_6bb59a60cb,2014,2,2
mem_6bb59a60cb,2015,3,2
mem_6bb59a60cb,2016,1,0
mem_6bb59a60cb,2017,1,0
mem_6bb59a60cb,2018,1,1
mem_6bb59a60cb,2019,2,1
mem_6bb59a60cb,2020,3,3
mem_6bb59a60cb,2021,7,5
mem_6bb59a60cb,2022,5,4
mem_6bb59a60cb,2023,2,2
mem_6bb59a60cb,2024,3,3
mem_6bb59a60cb,2025,4,3
mem_6bb59a60cb,2026,3,3
mem_6bf0d57aba,2007,1,0
mem_6bf0d57aba,2008,2,0
mem_6bf0d57aba,2009,1,0
mem_6bf0d57aba,2010,3,0
mem_6bf0d57aba,2011,4,1
mem_6bf0d57aba,2012,2,0
mem_6bf0d57aba,2013,1,1
mem_6bf0d57aba,2014,5,3
mem_6bf0d57aba,2015,4,1
mem_6bf0d57aba,2017,7,3
mem_6bf0d57aba,2018,8,4
mem_6bf0d57aba,2019,2,2
mem_6bf0d57aba,2021,5,4
mem_6bf0d57aba,2022,3,3
mem_6bf0d57aba,2023,3,3
mem_6bf0d57aba,2024,4,2
mem_6bf0d57aba,2025,1,1
mem_6bf0d57aba,2026,3,1
mem_6d56bbe087,1980,1,0
mem_6d56bbe087,1985,3,0
mem_6d56bbe087,1988,2,1
mem_6d56bbe087,1989,2,0
mem_6d56bbe087,1991,1,0
mem_6d56bbe087,1992,6,2
mem_6d56bbe087,1993,5,2
mem_6d56bbe087,1994,3,0
mem_6d56bbe087,1995,3,2
mem_6d56bbe087,1996,4,2
mem_6d56bbe087,1998,7,5
mem_6d56bbe087,1999,4,3
mem_6d56bbe087,2000,1,1
mem_6d56bbe087,2001,4,2
mem_6d56bbe087,2002,15,9
mem_6d56bbe087,2003,2,0
mem_6d56bbe087,2004,4,2
mem_6d56bbe087,2006,5,2
mem_6d56bbe087,2007,6,2
mem_6d56bbe087,2008,1,1
mem_6d56bbe087,2009,1,1
mem_6d56bbe087,2012,1,0
mem_6d56bbe087,2013,2,2
mem_6d56bbe087,2014,1,0
mem_6d56bbe087,2015,1,1
mem_6d56bbe087,2017,1,1
mem_6d56bbe087,2020,3,2
mem_6d56bbe087,2021,1,0
mem_6d56bbe087,2022,1,1
mem_6d56bbe087,2023,2,2
mem_6d56bbe087,2025,2,2
mem_6d56bbe087,2026,1,1
mem_6da65fe265,1990,1,0
mem_6da65fe265,1996,1,1
mem_6da65fe265,1997,1,1
mem_6da65fe265,1999,2,2
mem_6da65fe265,2000,2,2
mem_6da65fe265,2001,4,3
mem_6da65fe265,2002,6,5
mem_6da65fe265,2003,6,6
mem_6da65fe265,2004,10,8
mem_6da65fe265,2005,2,2
mem_6da65fe265,2006,5,3
mem_6da65fe265,2007,7,4
mem_6da65fe265,2008,4,4
mem_6da65fe265,2009,10,8
mem_6da65fe265,2010,14,14
mem_6da65fe265,2011,9,4
mem_6da65fe265,2012,14,10
mem_6da65fe265,2013,10,7
mem_6da65fe265,2014,7,5
mem_6da65fe265,2015,3,2
mem_6da65fe265,2016,11,7
mem_6da65fe265,2017,3,2
mem_6da65fe265,2018,7,5
mem_6da65fe265,2019,3,2
mem_6da65fe265,2020,1,1
mem_6da65fe265,2021,3,3
mem_6da65fe265,2023,3,3
mem_6da65fe265,2024,3,2
mem_6da65fe265,2025,2,1
mem_6da65fe265,2026,4,2
mem_6dce23a68b,2008,2,2
mem_6dce23a68b,2010,1,1
mem_6dce23a68b,2011,1,1
mem_6dce23a68b,2013,1,1
mem_6dce23a68b,2014,2,2
mem_6dce23a68b,2015,3,2
mem_6dce23a68b,2016,2,1
mem_6dce23a68b,2017,8,8
mem_6dce23a68b,2019,4,4
mem_6dce23a68b,2020,3,3
mem_6dce23a68b,2021,7,6
mem_6dce23a68b,2022,3,3
mem_6dce23a68b,2023,4,4
mem_6dce23a68b,2024,4,4
mem_6dce23a68b,2025,8,7
mem_6dce23a68b,2026,5,5
mem_6e27953757,2017,1,1
mem_6e27953757,2018,3,3
mem_6e27953757,2019,7,5
mem_6e27953757,2020,6,5
mem_6e27953757,2021,6,5
mem_6e27953757,2022,11,8
mem_6e27953757,2023,5,5
mem_6e27953757,2024,7,7
mem_6e27953757,2025,8,5
mem_6e27953757,2026,4,3
mem_6f76ca3c25,2012,1,0
mem_6f76ca3c25,2019,3,3
mem_6f76ca3c25,2020,3,1
mem_6f76ca3c25,2021,4,1
mem_6f76ca3c25,2022,3,2
mem_6f76ca3c25,2023,14,11
mem_6f76ca3c25,2024,13,10
mem_6f76ca3c25,2025,11,8
mem_6f76ca3c25,2026,14,14
mem_6fad50104e,1965,1,0
mem_6fad50104e,1967,2,0
mem_6fad50104e,1968,2,0
mem_6fad50104e,1969,1,0
mem_6fad50104e,1971,1,0
mem_6fad50104e,1972,1,1
mem_6fad50104e,1973,4,0
mem_6fad50104e,1975,3,0
mem_6fad50104e,1976,2,0
mem_6fad50104e,1977,2,0
mem_6fad50104e,1978,2,0
mem_6fad50104e,1980,3,0
mem_6fad50104e,1981,1,0
mem_6fad50104e,1982,3,0
mem_6fad50104e,1984,5,3
mem_6fad50104e,1985,3,0
mem_6fad50104e,1986,4,3
mem_6fad50104e,1987,4,2
mem_6fad50104e,1988,1,1
mem_6fad50104e,1989,1,0
mem_6fad50104e,1990,5,5
mem_6fad50104e,1991,2,1
mem_6fad50104e,1992,3,2
mem_6fad50104e,1993,2,2
mem_6fad50104e,1994,2,2
mem_6fad50104e,1995,4,4
mem_6fad50104e,1996,4,2
mem_6fad50104e,1997,5,4
mem_6fad50104e,1998,4,4
mem_6fad50104e,1999,4,2
mem_6fad50104e,2003,2,1
mem_6fad50104e,2004,2,1
mem_6fad50104e,2005,4,1
mem_6fad50104e,2006,1,0
mem_6fad50104e,2007,1,1
mem_6fad50104e,2008,4,3
mem_6fad50104e,2009,1,0
mem_6fad50104e,2010,1,0
mem_6fad50104e,2011,1,1
mem_6fad50104e,2012,3,1
mem_6fad50104e,2013,2,0
mem_6fad50104e,2014,2,2
mem_6fad50104e,2015,1,0
mem_6fad50104e,2016,3,1
mem_6fad50104e,2018,4,2
mem_6fad50104e,2019,3,3
mem_6fad50104e,2020,4,3
mem_6fad50104e,2021,2,1
mem_6fad50104e,2024,1,1
mem_707257fb34,2001,1,0
mem_707257fb34,2009,3,1
mem_707257fb34,2010,3,1
mem_707257fb34,2011,1,1
mem_707257fb34,2013,1,0
mem_707257fb34,2014,1,1
mem_707257fb34,2016,1,0
mem_707257fb34,2018,3,2
mem_707257fb34,2019,2,2
mem_707257fb34,2020,5,2
mem_707257fb34,2021,3,3
mem_707257fb34,2022,1,1
mem_707257fb34,2023,5,5
mem_707257fb34,2024,4,2
mem_707257fb34,2025,3,3
mem_707257fb34,2026,4,4
mem_732e519cbb,2003,2,1
mem_732e519cbb,2004,3,2
mem_732e519cbb,2006,1,0
mem_732e519cbb,2007,2,2
mem_732e519cbb,2008,1,0
mem_732e519cbb,2009,1,0
mem_732e519cbb,2010,3,1
mem_732e519cbb,2011,2,1
mem_732e519cbb,2012,1,0
mem_732e519cbb,2013,1,0
mem_732e519cbb,2014,3,3
mem_732e519cbb,2016,1,1
mem_732e519cbb,2017,1,0
mem_732e519cbb,2018,3,2
mem_732e519cbb,2019,5,3
mem_732e519cbb,2020,1,1
mem_732e519cbb,2021,3,2
mem_732e519cbb,2022,2,2
mem_732e519cbb,2023,2,2
mem_732e519cbb,2024,2,2
mem_732e519cbb,2025,3,3
mem_732e519cbb,2026,6,6
mem_7467cd8626,2014,1,1
mem_7467cd8626,2015,1,1
mem_7467cd8626,2019,1,1
mem_7467cd8626,2021,1,1
mem_7467cd8626,2022,3,0
mem_7467cd8626,2023,1,1
mem_7467cd8626,2024,1,1
mem_7467cd8626,2025,1,0
mem_7467cd8626,2026,2,0
mem_74bc2844fc,2011,2,2
mem_74bc2844fc,2012,5,4
mem_74bc2844fc,2013,1,1
mem_74bc2844fc,2014,4,3
mem_74bc2844fc,2015,1,1
mem_74bc2844fc,2016,3,2
mem_74bc2844fc,2017,3,3
mem_74bc2844fc,2018,9,8
mem_74bc2844fc,2019,6,5
mem_74bc2844fc,2020,7,6
mem_74bc2844fc,2021,13,12
mem_74bc2844fc,2022,15,14
mem_74bc2844fc,2023,12,12
mem_74bc2844fc,2024,22,21
mem_74bc2844fc,2025,15,15
mem_74bc2844fc,2026,5,5
mem_74c0a59289,1998,1,0
mem_74c0a59289,1999,6,4
mem_74c0a59289,2000,2,1
mem_74c0a59289,2001,1,0
mem_74c0a59289,2002,14,12
mem_74c0a59289,2003,22,22
mem_74c0a59289,2004,15,13
mem_74c0a59289,2005,23,23
mem_74c0a59289,2006,23,21
mem_74c0a59289,2007,22,20
mem_74c0a59289,2008,40,23
mem_74c0a59289,2009,43,18
mem_74c0a59289,2010,20,14
mem_74c0a59289,2011,21,12
mem_74c0a59289,2012,52,8
mem_74c0a59289,2013,7,5
mem_74c0a59289,2014,5,5
mem_74c0a59289,2015,9,9
mem_74c0a59289,2016,11,5
mem_74c0a59289,2017,17,17
mem_74c0a59289,2018,9,7
mem_74c0a59289,2019,9,8
mem_74c0a59289,2020,11,6
mem_74c0a59289,2021,12,11
mem_74c0a59289,2022,9,9
mem_74c0a59289,2023,6,5
mem_74c0a59289,2024,3,3
mem_74c0a59289,2025,1,1
mem_74c0a59289,2026,1,1
mem_750ab2b996,2003,1,0
mem_750ab2b996,2004,1,1
mem_750ab2b996,2005,3,3
mem_750ab2b996,2006,3,3
mem_750ab2b996,2008,1,1
mem_750ab2b996,2009,2,1
mem_750ab2b996,2010,2,0
mem_750ab2b996,2011,5,1
mem_750ab2b996,2012,4,1
mem_750ab2b996,2013,4,1
mem_750ab2b996,2014,1,0
mem_750ab2b996,2015,5,1
mem_750ab2b996,2016,1,0
mem_750ab2b996,2017,2,2
mem_750ab2b996,2018,2,2
mem_750ab2b996,2019,2,1
mem_750ab2b996,2020,2,2
mem_750ab2b996,2021,7,3
mem_750ab2b996,2022,3,1
mem_750ab2b996,2023,3,2
mem_750ab2b996,2024,3,2
mem_750ab2b996,2025,7,5
mem_750ab2b996,2026,6,5
mem_75b070759e,1998,1,0
mem_75b070759e,1999,1,0
mem_75b070759e,2000,7,0
mem_75b070759e,2001,5,0
mem_75b070759e,2002,9,0
mem_75b070759e,2003,9,0
mem_75b070759e,2004,4,0
mem_75b070759e,2005,4,0
mem_75b070759e,2006,1,0
mem_75b070759e,2007,17,0
mem_75b070759e,2008,6,0
mem_75b070759e,2009,6,0
mem_75b070759e,2010,14,0
mem_75b070759e,2011,15,0
mem_75b070759e,2012,6,0
mem_75b070759e,2013,11,1
mem_75b070759e,2014,14,0
mem_75b070759e,2015,5,0
mem_75b070759e,2016,8,2
mem_75b070759e,2017,6,1
mem_75b070759e,2018,6,2
mem_75b070759e,2019,7,1
mem_75b070759e,2020,10,2
mem_75b070759e,2021,6,0
mem_75b070759e,2022,12,3
mem_75b070759e,2023,11,3
mem_75b070759e,2024,8,3
mem_75b070759e,2025,13,7
mem_75b070759e,2026,7,3
mem_7775deb1e5,1995,1,1
mem_7775deb1e5,1998,1,1
mem_7775deb1e5,2000,1,0
mem_7775deb1e5,2001,3,1
mem_7775deb1e5,2002,3,1
mem_7775deb1e5,2003,3,3
mem_7775deb1e5,2004,6,2
mem_7775deb1e5,2005,5,4
mem_7775deb1e5,2006,5,3
mem_7775deb1e5,2007,3,1
mem_7775deb1e5,2008,4,4
mem_7775deb1e5,2009,6,5
mem_7775deb1e5,2010,1,1
mem_7775deb1e5,2011,4,3
mem_7775deb1e5,2012,5,4
mem_7775deb1e5,2013,4,3
mem_7775deb1e5,2014,1,1
mem_7775deb1e5,2015,1,1
mem_7775deb1e5,2016,1,1
mem_7775deb1e5,2017,3,3
mem_7775deb1e5,2019,1,1
mem_7775deb1e5,2020,2,2
mem_7775deb1e5,2021,4,4
mem_7775deb1e5,2022,2,2
mem_7775deb1e5,2023,1,1
mem_7775deb1e5,2024,1,1
mem_79f23a1fd5,2007,1,1
mem_79f23a1fd5,2016,1,1
mem_79f23a1fd5,2017,1,1
mem_79f23a1fd5,2018,1,1
mem_79f23a1fd5,2019,2,1
mem_79f23a1fd5,2020,1,1
mem_79f23a1fd5,2021,2,1
mem_79f23a1fd5,2022,2,2
mem_79f23a1fd5,2023,1,0
mem_79f23a1fd5,2024,2,1
mem_79f23a1fd5,2025,3,3
mem_79f23a1fd5,2026,4,4
mem_7be3b79e71,1999,1,0
mem_7be3b79e71,2000,1,0
mem_7be3b79e71,2002,2,0
mem_7be3b79e71,2003,1,1
mem_7be3b79e71,2004,6,5
mem_7be3b79e71,2005,4,3
mem_7be3b79e71,2006,4,4
mem_7be3b79e71,2007,5,4
mem_7be3b79e71,2008,2,1
mem_7be3b79e71,2009,7,6
mem_7be3b79e71,2010,4,4
mem_7be3b79e71,2011,1,1
mem_7be3b79e71,2012,4,3
mem_7be3b79e71,2013,6,4
mem_7be3b79e71,2014,5,3
mem_7be3b79e71,2015,3,2
mem_7be3b79e71,2016,2,1
mem_7be3b79e71,2017,5,2
mem_7be3b79e71,2018,2,1
mem_7be3b79e71,2019,4,3
mem_7be3b79e71,2020,5,5
mem_7be3b79e71,2021,6,5
mem_7be3b79e71,2022,2,1
mem_7be3b79e71,2023,5,5
mem_7be3b79e71,2024,2,2
mem_7be3b79e71,2025,4,4
mem_7be3b79e71,2026,2,2
mem_81c06ea20f,1973,2,0
mem_81c06ea20f,1974,1,0
mem_81c06ea20f,1975,1,0
mem_81c06ea20f,1976,3,0
mem_81c06ea20f,1977,1,0
mem_81c06ea20f,1979,1,0
mem_81c06ea20f,1981,1,0
mem_81c06ea20f,1982,5,0
mem_81c06ea20f,1983,1,0
mem_81c06ea20f,1984,2,1
mem_81c06ea20f,1985,3,2
mem_81c06ea20f,1986,7,6
mem_81c06ea20f,1987,8,7
mem_81c06ea20f,1988,4,3
mem_81c06ea20f,1989,3,2
mem_81c06ea20f,1990,9,8
mem_81c06ea20f,1991,6,3
mem_81c06ea20f,1992,5,4
mem_81c06ea20f,1993,2,2
mem_81c06ea20f,1994,7,4
mem_81c06ea20f,1995,3,3
mem_81c06ea20f,1996,2,1
mem_81c06ea20f,1997,7,5
mem_81c06ea20f,1998,5,3
mem_81c06ea20f,1999,4,4
mem_81c06ea20f,2000,3,3
mem_81c06ea20f,2001,11,10
mem_81c06ea20f,2002,2,2
mem_81c06ea20f,2003,9,8
mem_81c06ea20f,2004,3,2
mem_81c06ea20f,2005,2,2
mem_81c06ea20f,2006,5,4
mem_81c06ea20f,2007,5,5
mem_81c06ea20f,2008,7,6
mem_81c06ea20f,2009,7,6
mem_81c06ea20f,2010,2,2
mem_81c06ea20f,2011,4,3
mem_81c06ea20f,2012,5,3
mem_81c06ea20f,2013,3,1
mem_81c06ea20f,2014,2,2
mem_81c06ea20f,2015,3,2
mem_81c06ea20f,2016,3,3
mem_81c06ea20f,2017,2,2
mem_81c06ea20f,2018,3,2
mem_81c06ea20f,2019,2,2
mem_81c06ea20f,2021,3,3
mem_81c06ea20f,2022,1,1
mem_81c06ea20f,2023,3,3
mem_81c06ea20f,2024,1,1
mem_82005c4912,2003,1,1
mem_82005c4912,2005,2,1
mem_82005c4912,2006,1,0
mem_82005c4912,2007,2,1
mem_82005c4912,2008,1,0
mem_82005c4912,2009,4,3
mem_82005c4912,2010,1,1
mem_82005c4912,2011,3,0
mem_82005c4912,2012,1,0
mem_82005c4912,2014,1,0
mem_82005c4912,2015,6,6
mem_82005c4912,2016,1,1
mem_82005c4912,2017,2,2
mem_82005c4912,2018,2,2
mem_82005c4912,2019,2,1
mem_82005c4912,2020,6,3
mem_82005c4912,2021,7,5
mem_82005c4912,2022,5,3
mem_82005c4912,2023,2,1
mem_82005c4912,2024,4,1
mem_82005c4912,2025,3,3
mem_830cb17f4e,1997,1,0
mem_830cb17f4e,1998,7,7
mem_830cb17f4e,1999,1,1
mem_830cb17f4e,2000,4,3
mem_830cb17f4e,2001,4,4
mem_830cb17f4e,2002,8,6
mem_830cb17f4e,2003,8,8
mem_830cb17f4e,2004,7,6
mem_830cb17f4e,2005,1,1
mem_830cb17f4e,2006,6,3
mem_830cb17f4e,2008,5,4
mem_830cb17f4e,2009,7,7
mem_830cb17f4e,2010,11,9
mem_830cb17f4e,2011,13,9
mem_830cb17f4e,2012,17,12
mem_830cb17f4e,2013,19,13
mem_830cb17f4e,2014,16,12
mem_830cb17f4e,2015,9,7
mem_830cb17f4e,2016,17,15
mem_830cb17f4e,2017,22,20
mem_830cb17f4e,2018,19,15
mem_830cb17f4e,2019,15,14
mem_830cb17f4e,2020,27,24
mem_830cb17f4e,2021,26,24
mem_830cb17f4e,2022,32,27
mem_830cb17f4e,2023,17,15
mem_830cb17f4e,2024,19,18
mem_830cb17f4e,2025,16,13
mem_830cb17f4e,2026,8,4
mem_834ac572c9,2006,1,0
mem_834ac572c9,2008,1,0
mem_834ac572c9,2017,2,2
mem_834ac572c9,2020,2,1
mem_834ac572c9,2021,6,2
mem_834ac572c9,2022,5,1
mem_834ac572c9,2023,5,3
mem_834ac572c9,2024,2,1
mem_834ac572c9,2025,1,1
mem_834ac572c9,2026,2,1
mem_83852004c1,1995,1,1
mem_83852004c1,1997,1,1
mem_83852004c1,2002,1,0
mem_83852004c1,2003,6,2
mem_83852004c1,2004,4,2
mem_83852004c1,2005,7,3
mem_83852004c1,2006,6,3
mem_83852004c1,2007,6,5
mem_83852004c1,2008,9,6
mem_83852004c1,2009,11,8
mem_83852004c1,2010,8,7
mem_83852004c1,2011,8,3
mem_83852004c1,2012,7,5
mem_83852004c1,2013,12,8
mem_83852004c1,2014,15,6
mem_83852004c1,2015,18,10
mem_83852004c1,2016,9,6
mem_83852004c1,2017,8,5
mem_83852004c1,2018,11,8
mem_83852004c1,2019,17,7
mem_83852004c1,2020,14,10
mem_83852004c1,2021,8,2
mem_83852004c1,2022,15,6
mem_83852004c1,2023,15,8
mem_83852004c1,2024,21,13
mem_83852004c1,2025,21,15
mem_83852004c1,2026,10,9
mem_8466f664c9,2005,1,1
mem_8466f664c9,2006,1,0
mem_8466f664c9,2007,1,0
mem_8466f664c9,2009,1,1
mem_8466f664c9,2011,3,1
mem_8466f664c9,2012,1,1
mem_8466f664c9,2013,2,0
mem_8466f664c9,2014,4,2
mem_8466f664c9,2015,1,1
mem_8466f664c9,2016,3,2
mem_8466f664c9,2018,2,2
mem_8466f664c9,2019,1,1
mem_8466f664c9,2020,1,0
mem_8466f664c9,2021,4,3
mem_8466f664c9,2022,4,3
mem_8466f664c9,2023,4,4
mem_8466f664c9,2024,3,2
mem_84f207cee7,1992,2,2
mem_84f207cee7,1993,2,2
mem_84f207cee7,1994,3,2
mem_84f207cee7,1995,4,4
mem_84f207cee7,1996,5,5
mem_84f207cee7,1997,2,2
mem_84f207cee7,1998,6,6
mem_84f207cee7,1999,4,3
mem_84f207cee7,2000,7,6
mem_84f207cee7,2001,2,0
mem_84f207cee7,2002,11,7
mem_84f207cee7,2003,6,4
mem_84f207cee7,2004,6,4
mem_84f207cee7,2005,13,7
mem_84f207cee7,2006,18,11
mem_84f207cee7,2007,13,8
mem_84f207cee7,2008,11,9
mem_84f207cee7,2009,9,7
mem_84f207cee7,2010,9,6
mem_84f207cee7,2011,9,6
mem_84f207cee7,2012,5,3
mem_84f207cee7,2013,8,5
mem_84f207cee7,2014,4,2
mem_84f207cee7,2015,9,7
mem_84f207cee7,2016,8,6
mem_84f207cee7,2017,8,7
mem_84f207cee7,2018,10,9
mem_84f207cee7,2019,18,17
mem_84f207cee7,2020,16,11
mem_84f207cee7,2021,9,7
mem_84f207cee7,2022,11,6
mem_84f207cee7,2023,14,13
mem_84f207cee7,2024,8,7
mem_84f207cee7,2025,14,8
mem_84f207cee7,2026,3,2
mem_86be4543f1,1991,2,1
mem_86be4543f1,1993,1,0
mem_86be4543f1,1995,1,1
mem_86be4543f1,1996,2,2
mem_86be4543f1,1999,2,1
mem_86be4543f1,2000,1,0
mem_86be4543f1,2001,2,1
mem_86be4543f1,2004,1,1
mem_86be4543f1,2005,2,1
mem_86be4543f1,2006,4,2
mem_86be4543f1,2007,1,1
mem_86be4543f1,2008,3,1
mem_86be4543f1,2009,2,2
mem_86be4543f1,2010,2,2
mem_86be4543f1,2012,2,0
mem_86be4543f1,2013,1,0
mem_86be4543f1,2014,2,2
mem_86be4543f1,2015,1,1
mem_86be4543f1,2016,1,0
